chr	start	end	RR	TE	region	CHR	GC	GENE	INTERGENE	INTRON	EXON	SNPs_Una	Pi_Una	SNPs_Itabuna	Pi_Itabuna	SNPs_Tenerife	Pi_Tenerife	tajD_Una	tajD_Itabuna	tajD_Tenerife	piAll	piNWL	Pnonsyn_Una	Psyn_Una	Pnonsyn_Itabuna	Psyn_Itabuna	Pnonsyn_Tenerife	Psyn_Tenerife	Tnonsyn_Una	Tsyn_Una	Tnonsyn_Itabuna	Tsyn_Itabuna	Tnonsyn_Tenerife	Tsyn_Tenerife	TenIta	TenUna	ItaUna	dxy_PQueen_PMale	introgression	dxy_Una_Taiwan	dxy_Itabuna_Leiden
LG14	0	250000	0	0.083896	LDRs	14	0.42382	0.180492	5458.28	713.009901	360.280303	213	0.000241325	195	0.000215157	230	0.000485303	-1.12417596	-1.144831589	-0.44526031	0.000215228	0.000133276	0.00019445	0.00035941	0.00020093	0.00049974	0.00060933	0.00140652	-1.18430729	-0.56808701	-1.40822021	-1.21304388	-0.44938026	-0.27195333	0.82783761	0.82781137	0.02447542	0.000006	no	0.001567	0.001871
LG14	1000000	1250000	9.896692909	0.035672	LDRs	14	0.442588	0.065552	8556.166667	1744.2	184.8265306	30	0.000016717	41	0.000028419	92	0.000096588	-2.159050425	-1.979120692	-1.039974968	0.000291461	0.000178957	0.0000083	0	0.00000856	0	0.00017505	0.00052006	-1.28558566	0	-1.34935162	0	1.59468703	0.77176508	0.92964831	0.93006146	0.027733	0	no	0.001762	0.0019
LG14	1250000	1500000	8.82662919365773	0.133208	LDRs	14	0.4407	0.178216	2614.947368	973.51875	247.3921569	35	0.000029508	27	0.000022918	46	0.000030809	-1.341623683	-1.502466051	-2.26369094	0.000225444	0.000134899	0.00000398	0.00001857	0.00000773	0	0.00000221	0	-1.06307241	-1.96420047	-1.93465112	0	-1.6731477	0	0.96144552	0.9606016	0.01967729	0.00001	no	0.002091	0.002156
LG14	1500000	1750000	8.919255045	0.046664	LDRs	14	0.403528	0.152764	3899.842105	927.1111111	222.8253968	41	0.000034939	38	0.00002893	49	0.000033726	-1.424057018	-1.818659616	-2.198095693	0.00022997	0.000138493	0.0000092	0	0	0.00000869	0	0	-2.36958067	0	0	-1.46647957	0	0	0.9621544	0.96284494	0.02183879	0	no	0.002052	0.002263
LG14	1750000	2000000	11.3584829882818	0.018964	LDRs	14	0.41028	0.053076	5412.846154	2084.043011	129.2232143	19	0.000012525	22	0.000016402	46	0.00003096	-2.017785839	-1.922739126	-2.336441104	0.000307872	0.000179392	0	0	0.00001067	0	0	0	0	0	-1.34935162	0	0	0	0.97379848	0.97471839	0.02733391	0	no	0.002364	0.002505
LG14	2000000	2250000	9.45234920745549	0.035348	LDRs	14	0.379736	0.099348	4972.85	1013.377778	158.05	181	0.000218933	183	0.000219314	33	0.00002371	-0.140996951	-0.30190884	-2.101668285	0.000255421	0.000164508	0.00003679	0.00027169	0.00004369	0.00022798	0.00001418	0	0.53561723	0.78064983	-0.55816972	-0.01291911	-2.06183219	0	0.93346438	0.9354808	0.03167613	0.000005	no	0.002534	0.002846
LG14	2250000	2500000	3.63217881710738	0.03612	LDRs	14	0.412816	0.059956	4327.047619	1915.075949	148.1428571	148	0.000222397	158	0.000201971	49	0.000034339	0.743806913	-0.078307118	-2.201466852	0.000277437	0.00017203	0	0.00014368	0	0.00015562	0.00002535	0	0	1.08463762	0	-0.38392412	-1.88460227	0	0.91330615	0.90723784	0.02783203	0.000005	no	0.002018	0.002272
LG14	250000	500000	0	0.033716	LDRs	14	0.3916	0.175748	3022.727273	725.25	194.8114754	45	0.000032205	49	0.000033693	48	0.000044998	-1.79446519	-2.035612568	-1.638188394	0.000261607	0.000159522	0.00000781	0.00002197	0.00000204	0	0.00001094	0	-2.37163457	-0.68290631	-1.47494895	0	-2.46583177	0	0.96588596	0.96426237	0.02173072	0	no	0.001852	0.002013
LG14	2500000	2750000	10.158329221698	0.05818	LDRs	14	0.403044	0.088204	4310.578947	1148.620155	149.35	143	0.000185775	142	0.00024478	35	0.000030442	0.064323551	1.252053768	-1.593585179	0.000278074	0.000191335	0.00014891	0.00025432	0.00016695	0.000195	0	0	1.60850428	1.29989592	1.91883185	0.63402922	0	0	0.89663501	0.91255894	0.06607896	0.000005	no	0.001744	0.001904
LG14	2750000	3000000	17.27634053	0.037028	LDRs	14	0.430124	0.163088	3203.724138	853.6402878	255.4816754	60	0.000043476	56	0.000036342	81	0.000062823	-1.679227584	-2.060325458	-1.956039423	0.000218929	0.000134667	0.00003607	0.00010057	0.00003409	0.00007565	0.00000713	0.00001581	-1.34205118	-1.63787744	-1.29977269	-1.27793486	-2.27524887	-1.27921145	0.93050218	0.92880507	0.02064905	0	no	0.001473	0.001575
LG14	3000000	3250000	24.1734063271688	0.044704	LDRs	14	0.376876	0.338096	2654.833333	513.9257642	333.3888889	128	0.00014037	83	0.000095035	55	0.000053252	-0.543673857	-0.551525446	-1.606911032	0.000270147	0.000169001	0.00005469	0.00045062	0.00005629	0.00024256	0.00001035	0	0.35663461	-0.27873098	1.05827596	-0.60365587	-2.43967818	0	0.94571568	0.93448672	0.03205291	0.00002	no	0.001917	0.002238
LG14	3250000	3500000	29.762867149118	0.030876	LDRs	14	0.396132	0.27138	2414	474.1188119	264.3194444	61	0.000063359	54	0.000069337	54	0.000069455	-0.677365967	-0.062649714	-1.461268079	0.000260786	0.000161725	0.00004407	0.00013795	0.00004065	0.00012976	0.00000142	0.00002388	1.62019092	0.44484138	2.53623211	2.00846849	-1.6731477	-0.01367126	0.9434279	0.94593751	0.02167833	0.000005	no	0.001987	0.002094
LG14	3500000	3750000	3.07067232835566	0.10014	TE islands	14	0.385912	0.316372	3439.380952	259.2283105	284.3610224	58	0.000061156	82	0.000073488	125	0.000144901	-0.995716765	-1.330230714	-1.097052827	0.000190759	0.000124174	0.00001601	0.00004272	0.00001921	0.00003498	0.00003338	0.00002768	-2.25297275	-2.10246723	-1.735687	-1.9450883	-2.19629499	-2.6618024	0.90164178	0.90536648	0.02577021	0.000005	no	0.001641	0.001762
LG14	3750000	4000000	0	0.718144	TE islands	14	0.38768	0.047472	11940.26087	283.8125	226.6363636	362	0.000256418	255	0.000172253	790	0.001029311	-1.68434029	-1.985493927	-0.936168056	0.0000956216	0.0000554205	0.0001266	0.00080739	0.00003546	0.00013795	0.00069576	0.00213624	-2.00125115	-2.29213284	-2.72625942	-2.6221228	-1.80174871	-1.00799335	0.61488577	0.60665044	0.02714278	0.000015	no	0.002622	0.002202
LG14	4000000	4250000	0	0.859276	TE islands	14	0.390192	0.039672	14490.33333	243.8378378	179.1428571	1864	0.003023867	1663	0.002656475	2326	0.010038233	-0.587174728	-0.636192929	-0.221672504	0.000119552	0.0000891025	0.00296969	0.00385149	0.0027266	0.00440608	0.0057758	0.00819668	-0.79637987	-0.46411594	-0.36194122	-0.55630771	0.05702964	-0.24158987	0.30962632	0.30826682	0.02204066	0	no	0.00395	0.003707
LG14	4250000	4500000	0	0.942996	TE islands	14	0.375244	0.011928	35511.375	529.2222222	186.375	1636	0.00410062	1533	0.004041604	2561	0.02195737	-0.763239693	-0.702385571	-0.290310842	0.0000570025	0.0000406527	0.00005258	0	0.00004922	0.00177656	0.00943643	0.00623767	-1.41068671	0	-1.51113113	-2.64534641	0.61901211	-0.12858646	NA	NA	NA	0	no	0.008263	0.010967
LG14	4500000	4750000	0	0.802092	TE islands	14	0.392772	0.024864	22520.36364	287.3684211	208.3	485	0.000821698	437	0.000768427	1161	0.006347694	-0.933097054	-0.93720653	-0.521515101	0.0000612589	0.0000425801	0.00038492	0.00023367	0.0003932	0.00016736	0.00062478	0.00496363	-1.93181316	-2.262274	-1.68347162	-0.71031993	-0.54440248	0.04311009	0.36220327	0.36011464	0.02094078	0	no	0.003919	0.003805
LG14	4750000	5000000	0	0.781808	TE islands	14	0.407884	0.042216	11589.38889	1015.1875	222.4528302	281	0.0003201	232	0.000293147	708	0.000909187	-0.813723522	-0.603554125	-1.167794938	0.0000880165	0.0000576813	0.0000136	0.00016648	0	0.00003672	0.00041611	0.00130486	-1.28558566	-2.4720292	0	-1.42110257	-1.36030386	-2.01728071	0.62165336	0.62159237	0.01808829	0	no	0.002325	0.002235
LG14	500000	750000	5.99878083253057	0.044456	LDRs	14	0.403452	0.202216	2671.219512	484.6755556	183.4349315	33	0.000029023	29	0.000025523	69	0.000061626	-1.528459579	-1.63069774	-1.878468162	0.000315437	0.000191972	0.00000222	0	0.00001886	0	0.00002766	0	-1.33615186	0	-2.27579805	0	-2.04964057	0	0.96986182	0.96900235	0.02976786	0.000005	no	0.00235	0.002632
LG14	5000000	5250000	0	0.64956	TE islands	14	0.388152	0.0541	19702	4135.244444	290.8035714	164	0.000155915	138	0.000161638	833	0.000913724	-1.245291896	-0.938132659	-1.023789684	0.000103282	0.0000607537	0.00001637	0	0.00000769	0	0.00003988	0	-2.05292964	0	-1.43239401	0	-0.05202946	0	0.67945406	0.67117034	0.01981166	0	no	0.002178	0.002215
LG14	5250000	5500000	4.40720596017034	0.685524	TE islands	14	0.404308	0.02958	17071.93333	235.6	302.4	238	0.000140035	184	0.000125174	891	0.001062961	-2.006454691	-1.906576386	-1.059499387	0.00011142	0.0000678117	0.00001483	0	0	0	0.0008809	0.0010713	-1.38682063	0	0	0	-0.87597031	-1.49014347	0.65569063	0.6508562	0.02093147	0	no	0.002407	0.002493
LG14	5500000	5750000	18.63318564	0.133508	TE islands	14	0.357216	0.244292	2883.536585	432.1041667	271.6410256	71	0.000047867	46	0.000035186	127	0.000134244	-1.904000642	-1.755624064	-1.217982033	0.000180044	0.000112987	0	0.00006272	0.00001006	0.0000739	0.00005916	0.00019197	0	-1.6673785	-2.30642699	-1.00949837	-0.3498252	-0.5281353	0.90559016	0.90494448	0.03700335	0	no	0.001477	0.001713
LG14	5750000	5902896	16.2828587243277	0.014219	LDRs	14	0.45703	0.176375	3214.684211	853.2894737	267.6315789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92255053	0.91623459	0.05285292	0.00005	no	0.002255	0.002391
LG14	750000	1000000	9.896692909	0.056296	LDRs	14	0.394948	0.179012	3384.45	935.3375796	244.6479592	24	0.000018523	24	0.000018748	78	0.000065416	-1.752504298	-1.929454012	-1.792162079	0.000240777	0.000145161	0	0	0.00000669	0	0.0000044	0	0	0	-2.00346428	0	-1.35123384	0	0.95927085	0.95981235	0.02160279	0	no	0.001904	0.002182
LG15	0	250000	0	0.065212	LDRs	15	0.389152	0.263216	2890.117647	369.5384615	253.5525424	202	0.000196633	196	0.000207352	365	0.000628034	-1.247996369	-1.205160545	-0.480593381	0.000105283	0.0000543334	0.00003955	0.00005707	0.0000328	0.00007328	0.00017149	0.00029139	-1.00824639	-1.25196859	-1.1887656	-1.78891015	-0.46858647	-1.03483634	0.71567556	0.71381803	0.02422245	0.000005	no	0.000982	0.001044
LG15	1000000	1250000	2.10458968903285	0.021188	LDRs	15	0.4047	0.137748	1971.789474	1278.879195	211.1105528	251	0.000369358	243	0.000330492	61	0.000039237	0.654299364	0.18874324	-2.442971172	0.000312574	0.00019274	0.00008123	0.00175008	0.00007525	0.00179851	0.00000739	0	1.47099576	1.77883297	0.24278812	1.79078339	-2.36541321	0	0.87619625	0.86676232	0.02626281	0.000319	no	0.00207	0.002153
LG15	1250000	1500000	2.26537510134926	0.02	LDRs	15	0.41154	0.072116	9768.307692	1933.264706	231.6627907	46	0.000046149	55	0.000064033	54	0.000034791	-0.859117114	-0.469016798	-2.399649835	0.000197573	0.0000901888	0.00005283	0.00016283	0.00008433	0.00028367	0	0	-0.65100171	0.1096243	1.00709546	0.79082282	0	0	0.94574815	0.94929227	0.0363	0.000059	no	0.00156	0.001841
LG15	1500000	1750000	1.65866086334746	0.022308	LDRs	15	0.417776	0.10374	7976.809524	896.1222222	231.8017241	37	0.000036813	30	0.000031862	40	0.000025395	-1.034399426	-0.851965595	-2.412094188	0.000275396	0.000165638	0.0000068	0.00011464	0.00000379	0.00008527	0.00000484	0	-1.05275961	0.06526231	-1.45279443	1.21802292	-1.56510914	0	0.96149758	0.96225096	0.02969736	0.000031	no	0.002266	0.002559
LG15	1750000	2000000	0.955981817	0.073296	LDRs	15	0.432284	0.075144	2567.833333	3239.313433	258.9382716	28	0.00002119	17	0.000010726	102	0.000117555	-1.687328105	-2.198427222	-1.151232418	0.000211605	0.000145595	0	0	0	0	0.00000558	0	0	0	0	0	-1.63208012	0	0.90813055	0.90853112	0.02274299	0	no	0.001519	0.001689
LG15	2000000	2250000	0.955981817	0.045072	LDRs	15	0.447648	0.07626	13369.07692	1675.986111	230.7894737	37	0.000028193	29	0.000021141	49	0.000031833	-1.667652928	-1.865726003	-2.376933844	0.00023563	0.000159102	0.00001598	0	0.00001026	0	0	0	-0.59903654	0	-2.24821719	0	0	0	0.9611942	0.95962901	0.02195717	0	no	0.001803	0.001895
LG15	2250000	2500000	0.955981817	0.033812	LDRs	15	0.411336	0.127864	9873.285714	1097.093525	224.0823529	18	0.000015741	31	0.000022954	47	0.000035327	-1.432325024	-1.935510522	-2.086811541	0.000235452	0.000161029	0.00000453	0	0.00000963	0	0.00001537	0	-1.26108435	0	-1.98013539	0	-2.47524464	0	0.96980957	0.96950098	0.0213964	0	no	0.001835	0.002038
LG15	250000	500000	10.7632093923774	0.051976	LDRs	15	0.395624	0.088104	10077.53333	867.1047619	180.4724409	36	0.00002007	27	0.000016255	102	0.00007882	-2.178582088	-2.195030981	-2.01091107	0.000225219	0.000112523	0.00000526	0	0.00000595	0.00004517	0.00006979	0.00043506	-1.32514417	0	-1.36622431	-0.60542218	-1.29970752	-0.0236167	0.92888144	0.92893559	0.0219941	0.000005	no	0.001641	0.001629
LG15	2500000	2750000	0.744422045436369	0.039776	LDRs	15	0.411076	0.064544	2008.2	2961.038462	194.4505495	45	0.000022128	21	0.000011635	73	0.000071878	-2.402668605	-2.328746682	-1.260209562	0.000243759	0.000169928	0.00001781	0.0000352	0	0	0.00001765	0	-1.84499111	-1.22170324	0	0	-2.29592967	0	0.9668635	0.96651625	0.02559264	0.000005	no	0.002354	0.002644
LG15	2750000	3000000	1.20888609778059	0.021944	LDRs	15	0.377076	0.114936	1939.5	2152.575758	251.9262295	30	0.000020918	31	0.000020723	58	0.000062186	-1.900126428	-2.066966339	-0.97809629	0.000225187	0.000154812	0.0000095	0	0.00002245	0	0	0.00003968	-0.57728085	0	-1.600889	0	0	-0.53387399	0.97149309	0.97181076	0.02487115	0.000005	no	0.002081	0.002412
LG15	3000000	3250000	1.885989042	0.026976	LDRs	15	0.418488	0.074484	3883.933333	1824.391753	170.5354331	22	0.000014124	23	0.000018061	32	0.000019704	-1.977259806	-1.745483044	-2.477453181	0.000122161	0.0000844349	0	0	0	0.00001904	0	0	0	0	0	-1.44794208	0	0	0.96848791	0.96981815	0.02245591	0	no	0.001574	0.001613
LG15	3250000	3500000	1.01720095966026	0.04028	LDRs	15	0.40194	0.03784	23618.22222	1212.085714	215.2340426	24	0.000013555	16	0.000012937	43	0.000026052	-2.20892392	-1.619482915	-2.520512482	0.000155299	0.000106102	0.00003417	0	0.00006066	0.00010347	0.00010912	0	-0.70304729	0	-2.02501995	-2.02073884	-1.9989797	0	0.97147854	0.97078958	0.03777704	0.000005	no	0.001929	0.002138
LG15	3500000	3750000	0	0.036596	LDRs	15	0.38918	0.119964	1787.8125	1754.336364	262.3617021	17	0.000009938	10	0.000005153	38	0.000020304	-2.197751785	-2.462655447	-2.706552402	0.000195065	0.000105348	0	0	0	0	0	0	0	0	0	0	0	0	0.97000385	0.96810481	0.0235627	0	no	0.001598	0.001848
LG15	3750000	4000000	1.83051616875602	0.0268	LDRs	15	0.44018	0.110308	4835.111111	1485.608696	275.2615385	131	0.000172633	118	0.000199387	41	0.000024948	0.362971785	1.550685121	-2.485559103	0.000217042	0.000121986	0.0000677	0	0.00002743	0.00001701	0	0	-0.00011092	0	-0.12842186	-1.35797985	0	0	0.92231019	0.93103878	0.03074994	0.000315	no	0.002042	0.002224
LG15	4000000	4250000	2.47035573130027	0.053292	LDRs	15	0.443296	0.166512	4564.636364	668.6402439	219.8737864	294	0.000282481	133	0.000212106	54	0.00004547	-0.837819686	1.104573461	-1.71478981	0.000176928	0.0000851307	0.00013892	0.00047255	0.00012026	0.0002928	0.00001165	0.00002027	-0.38206061	-1.05631891	2.09536031	2.5666153	-1.52119243	-2.41875635	0.91637329	0.88648889	0.03233578	0.000089	no	0.001969	0.002123
LG15	4250000	4500000	12.7833828827203	0.022236	LDRs	15	0.414768	0.130824	3483.5	1635.752475	261.2042254	359	0.000323535	187	0.000327069	86	0.000110506	-1.104877521	1.336059958	-0.750075546	0.000209904	0.0000974062	0.00008052	0.00076246	0.0000734	0.00092686	0	0	-1.57726041	-0.80958283	0.84099966	2.33115275	0	0	0.86481966	0.85124344	0.0466262	0.000381	no	0.00193	0.002105
LG15	4500000	4750000	18.8401665380578	0.14224	LDRs	15	0.36976	0.140976	3927.458333	942.0408163	199.8787879	441	0.000418062	261	0.000411854	88	0.000136218	-0.988616819	0.608202969	0.483300499	0.000318852	0.000157322	0.00024623	0.00075044	0.00022382	0.00068844	0.00000343	0.00000988	-0.7890418	-0.75484749	1.72240177	1.4297656	-1.58345489	-1.66674086	0.86016556	0.84109085	0.03598523	0.000497	no	0.001983	0.002203
LG15	4750000	5000000	70.4826220918835	0.034176	LDRs	15	0.35886	0.15108	4967.322581	454.9923077	217.9690722	317	0.000171451	50	0.000044468	42	0.000039384	-2.245655624	-1.41506857	-1.468001288	0.000272456	0.00018422	0.00001266	0.00029144	0.00000249	0.00010747	0	0	-2.06596492	-2.31215776	-1.46205555	-0.34112844	0	0	0.95835573	0.90805974	0.0410192	0.002566	yes	0.001484	0.00207
LG15	500000	750000	12.6572160004692	0.05926	LDRs	15	0.390736	0.159748	3925.53125	722.6028369	234.0833333	143	0.000245473	153	0.000271542	30	0.000021991	1.499922454	1.490523511	-2.096136061	0.000243841	0.000146378	0.00005356	0.00025522	0.00005143	0.00026504	0	0.0000332	1.40862127	1.8820197	2.49149758	1.06355917	0	-0.30674231	0.91092118	0.9150942	0.02437826	0.000141	no	0.002055	0.002254
LG15	5000000	5250000	24.8728780841376	0.0331	LDRs	15	0.374828	0.251112	2733	402.3681818	239.1512027	138	0.00007605	28	0.000016866	74	0.000085017	-2.237306664	-2.229047584	-1.108501833	0.000221299	0.000153537	0.00000845	0.00008773	0.00000414	0	0.00000327	0.0000419	-2.40993935	-2.61876497	-2.08979247	0	-1.18239399	-0.42508624	0.96730869	0.94845426	0.03492596	0.000937	no	0.002049	0.002347
LG15	5250000	5500000	NA	0.225752	TE islands	15	0.396312	0.131924	8174.526316	655.3166667	228.6622517	27	0.0000202	30	0.000029631	149	0.000171065	-2.080084515	-1.585259145	-1.481289642	0.000119831	0.0000823624	0.00000845	0	0.00000538	0	0	0	-2.49374227	0	-1.26231465	0	0	0	0.78109116	0.78120199	0.02001536	0	no	0.001126	0.001207
LG15	5500000	5631722	NA	0.70954	TE islands	15	0.415193	0.059922	12671.73333	288.8571429	281.8928571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23485917	0.2328535	0.01953898	0	no	0.001984	0.001902
LG15	750000	1000000	10.2954537854727	0.038352	LDRs	15	0.422212	0.199828	3628.642857	740.218543	269.960396	65	0.00009304	67	0.000096431	95	0.000094301	0.479606809	0.474155631	-1.518187369	0.000271549	0.00014529	0.00000479	0.00017708	0	0.00019496	0.00002533	0.00002819	-0.76947711	2.31795065	0	2.95837933	-1.63341315	-0.11580625	0.93363748	0.93454082	0.02199493	0.000065	no	0.002489	0.002654
LG16	0	250000	NA	0.069024	LDRs	16	0.424992	0.241328	3299.896552	598.5414013	310.9018692	557	0.000670789	544	0.000671307	227	0.000408227	-0.544791743	-0.48085236	-0.675659227	0.000161767	0.000114261	0.00009266	0.0009433	0.00008555	0.00103535	0.0000277	0.00003362	0.09137759	-0.38723952	-0.94172938	-0.09233833	-2.54424927	0.01249894	0.60613562	0.62000372	0.01997604	0	no	0.001067	0.00102
LG16	1000000	1250000	10.960275431703	0.035224	LDRs	16	0.407452	0.105972	8430.176471	913.7191011	238.0932203	708	0.00066166	471	0.000343811	94	0.000116166	-0.979992905	-1.788776923	-0.992691122	0.000236793	0.000162827	0.00017694	0.00108758	0.00014692	0.0004757	0.00003225	0.000047	-1.39790391	-1.18245489	-2.00557323	-2.12701433	-1.41971012	-0.48952087	0.83233066	0.74169071	0.03680697	0	no	0.001691	0.001545
LG16	1250000	1500000	5.22906219193884	0.048708	LDRs	16	0.391104	0.137392	3837.758621	740.8129032	182.7184466	685	0.000626371	417	0.000326322	94	0.000129243	-1.031131867	-1.593062806	-0.63047561	0.000205542	0.000141827	0.00016077	0.00098532	0.00007342	0.000325	0	0	-0.45421633	-1.24140494	-1.6733557	-1.96648685	0	0	0.80970991	0.71504161	0.03852685	0	no	0.001653	0.001556
LG16	1500000	1750000	2.6189996520219	0.045444	LDRs	16	0.416692	0.086688	3541.3125	1528.908333	163.4797297	952	0.00092781	547	0.000427857	55	0.000032376	-0.844186495	-1.61148288	-2.548537492	0.000241719	0.000166899	0.00074512	0.00179687	0.00043869	0.00077512	0	0	-0.25628971	-0.82455906	-1.41942345	-1.74784998	0	0	0.86413363	0.75622565	0.0379529	0.000015	no	0.00238	0.002231
LG16	1750000	2000000	1.10396234196324	0.036936	LDRs	16	0.406612	0.13382	5292.15	768.7638889	203.8961749	819	0.000773242	661	0.000479315	53	0.000039213	-0.929153551	-1.793977816	-2.127992602	0.000264671	0.000189581	0.00019624	0.00207401	0.00013392	0.00162339	0.000007	0.00001174	-1.00753574	-0.88894832	-1.73995063	-1.42539184	-2.42723247	-1.61682677	0.82665645	0.74883654	0.02988868	0.000005	no	0.002051	0.00188
LG16	2000000	2250000	0	0.04376	LDRs	16	0.441648	0.047492	25614.8	2283.465517	186.9295775	403	0.00030765	543	0.000326927	67	0.000065401	-1.50655379	-2.161757654	-1.321324609	0.000241502	0.000181653	0.0001131	0.00088682	0.00015793	0.00057119	0.00005805	0	-1.70447592	-0.83506849	-2.28901413	-2.27188198	0.79389485	0	0.8733247	0.87955372	0.02315417	0.000005	no	0.002415	0.002295
LG16	2250000	2500000	8.54106733151257	0.026256	LDRs	16	0.447648	0.138204	6314	609.4353741	193.3333333	344	0.000199183	766	0.000553621	43	0.000031042	-2.074364479	-1.762830686	-2.133609688	0.000231767	0.000186768	0.00007256	0.00083922	0.00019568	0.00181581	0.00001938	0.00004944	-1.95123691	-1.88373432	-1.68293436	-1.3841538	-2.58122403	-1.58837274	0.84002319	0.91959169	0.02932169	0.000005	no	0.002314	0.002294
LG16	250000	500000	5.99279506694435	0.046332	LDRs	16	0.40548	0.165616	4436.636364	607.6021505	191.5446809	790	0.00093922	771	0.000953086	35	0.00002108	-0.171996088	-0.167921246	-2.493151257	0.000264615	0.000200828	0.00010568	0.00223305	0.00010206	0.0020135	0.00000336	0.00001014	0.09308984	-0.05129408	-0.19974359	-0.55940199	-1.52436334	-1.58345489	0.66446963	0.67350529	0.02456879	0.000286	no	0.001714	0.001732
LG16	2500000	2750000	13.66685614	0.0416	LDRs	16	0.494664	0.067284	6652.923077	2022.792208	179.9207921	168	0.000089797	571	0.000373522	108	0.000106361	-2.21369537	-1.958955047	-1.487907166	0.000186558	0.000151581	0.00003384	0.00011169	0.00017061	0.0007238	0.00000511	0.00005007	-1.75869241	-1.74816501	-2.17239487	-2.19834985	-1.71921776	-1.21086983	0.79558479	0.88116142	0.02971044	0	no	0.001737	0.001515
LG16	2750000	3000000	13.66685614	0.039004	LDRs	16	0.461992	0.152912	3575.517241	874.2177419	266.9509202	135	0.000067717	180	0.000098443	70	0.00004259	-2.32801987	-2.319841204	-2.470114859	0.000218484	0.000154232	0.00003078	0.00006475	0.00002789	0.00020822	0.00000621	0	-2.54557078	-2.58851352	-2.14395312	-2.50786713	-2.41655792	0	0.93605424	0.93629997	0.02477989	0.000005	no	0.001827	0.002044
LG16	3000000	3250000	13.66685614	0.02676	LDRs	16	0.370288	0.217548	1989.034483	621.4439462	228.1351351	131	0.000061864	128	0.00006554	23	0.000017885	-2.427805553	-2.480466509	-2.026084258	0.000218994	0.000121464	0.00003418	0.00007912	0.00001486	0.00006298	0.00000909	0	-2.07262721	-2.40960714	-2.05538697	-2.49003721	0.11792591	0	0.95954054	0.95369605	0.02630055	0	no	0.001854	0.002079
LG16	3250000	3500000	17.851813903773	0.042132	LDRs	16	0.40908	0.123192	3853.785714	1388.647059	239.8243243	174	0.000115427	226	0.000162745	46	0.000034933	-1.83633082	-1.791214193	-2.040453832	0.000263888	0.000154189	0.00002323	0.00021566	0.00003715	0.0001779	0.00000964	0	-0.49868331	-2.51182398	-1.79540047	-2.76477976	-2.25827332	0	0.90807252	0.92723692	0.0245978	0.000005	no	0.002139	0.002217
LG16	3500000	3750000	18.4756790049042	0.036228	LDRs	16	0.404068	0.16812	2927.703704	741.6420455	198.3004292	152	0.000116883	211	0.000179513	73	0.000064086	-1.542202822	-1.42686978	-1.608257792	0.00032676	0.000172335	0.00003623	0.00020989	0.00007582	0.00037981	0.00003749	0.00029314	-2.00370789	-1.95808719	-1.85038659	-1.21533455	-2.06259706	0.86258951	0.92225476	0.94007886	0.02824032	0.000005	no	0.002304	0.002498
LG16	3750000	4000000	12.9795479013547	0.069068	LDRs	16	0.426084	0.113244	6549.071429	1165.469565	217.3909774	109	0.00009219	139	0.000100567	141	0.000184074	-1.267256787	-1.794339421	-0.404625815	0.000241325	0.00013032	0.00003192	0	0.00006118	0.00005385	0	0	0.3964823	0	-1.6686696	-1.36881964	0	0	0.91491169	0.91679646	0.02987021	0.00001	no	0.002186	0.002386
LG16	4000000	4250000	9.8608583943646	0.02312	LDRs	16	0.400144	0.14984	3140.46875	823.4214286	224.5555556	142	0.000121761	162	0.000161826	87	0.000070461	-1.264000819	-0.96995209	-1.858371269	0.000287801	0.000143566	0.00002283	0.00022651	0.00004291	0.0003806	0.00008791	0.00041649	-2.02719334	-1.62926678	-1.76144267	-0.60665596	-1.22071974	-0.50393353	0.91993662	0.92940607	0.03197047	0.00003	no	0.002139	0.002219
LG16	4250000	4500000	0	0.102896	TE islands	16	0.387392	0.293284	1810.28	325.097561	198.9360731	44	0.000039325	51	0.000041648	94	0.00011241	-1.394306189	-1.660780875	-1.022083612	0.000205091	0.0000927252	0.00000555	0.00004454	0.00000407	0.00003078	0.00003514	0.00005351	-1.55993422	-0.95502916	-1.9241808	-2.20053222	-1.68551433	-0.47548393	0.92023581	0.92355992	0.02842489	0.000011	no	0.001365	0.001444
LG16	4500000	4750000	0	0.584688	TE islands	16	0.398476	0.08836	8402.851852	183.2	213.991453	414	0.000383357	358	0.000362794	718	0.001177136	-1.185045506	-1.022350417	-0.764546302	0.000107315	0.0000524058	0.00007297	0	0.00012508	0.00024378	0.00020478	0.00043616	-1.69690354	0	-1.6868741	-1.13192378	-0.45934238	-0.48732313	0.62298049	0.62394315	0.02005726	0	no	0.002918	0.002998
LG16	4750000	5000000	0	0.76718	TE islands	16	0.427016	0.02742	21499.25	258.6956522	201.6176471	533	0.000388754	439	0.000360627	1100	0.001527893	-1.695765796	-1.550409898	-0.657298889	0.000115994	0.0000577828	0.00015497	0.00077128	0.00002013	0	0.00030676	0.00061568	-2.78122871	-2.4670543	-1.36622431	0	-1.85068885	-0.56849109	0.67848068	0.67460733	0.02089338	0.000005	no	0.004024	0.003769
