chr	start	end	RR	TE	region	CHR	GENE	GC	Pi_Una	Pi_Itabuna	tajD_Una	tajD_Itabuna	pi_indels	Pi_nonsyn_Una	Pi_syn_Una	Pi_nonsyn_Itabuna	Pi_syn_Itabuna	Pi_nonsyn_Tenerife	Pi_syn_Tenerife	Fst_Tenerife_Itabuna	Fst_Tenerife_Una	dxy_PQueen_PMale	dxy_Una_Taiwan	dxy_Itabuna_Leiden	introgression
LG11	5000000	5250000	8.16601818651384	0.028	LDRs	11	0.016704	0.391	0.000662267	0.000898345	-1.060366134	-0.381682812	0.000142024	0.00004867	0.00100684	0.00007768	0.0009454	0	0	0.69777224	0.76950215	0.000327	0.001742	0.001993	no
LG11	5250000	5500000	7.33222324690572	0.028096	LDRs	11	0.178944	0.38278	0.000700902	0.001189441	-1.225349987	0.310602166	0.000142251	0.00028531	0.0015317	0.00055966	0.00244978	0.0000088	0.00001355	0.64699352	0.79399962	0.00101	0.001908	0.002182	yes
LG11	5500000	5750000	20.5286650659276	0.042092	LDRs	11	0.05144	0.414852	0.000801888	0.000960657	-0.677262721	-0.299357791	0.00015988	0.000503	0.00236529	0.00050296	0.00268927	0.00005876	0.00032113	0.67277466	0.72134993	0.002438	0.001373	0.001975	yes
LG11	5750000	6000000	9.4299047874586	0.03796	LDRs	11	0.133956	0.397752	0.000806729	0.000635999	-0.404526828	-1.021321474	0.000185034	0.00012306	0.00157447	0.00009966	0.00109889	0.00000309	0	0.77135418	0.71509472	0.000911	0.001517	0.001686	no
LG11	6000000	6250000	0	0.049688	LDRs	11	0.105328	0.356296	0.001273658	0.001482382	-0.09714029	0.273558527	0.000282923	0.00061508	0.00276819	0.00080226	0.00353833	0.00015245	0.00046127	0.60710106	0.66089973	0.000005	0.002219	0.001917	no
LG11	6250000	6500000	NA	0.629804	TE islands	11	0.040848	0.38738	0.001775414	0.002107302	-0.571675885	-0.076955797	0.000202162	0.0017719	0.00287538	0.00260291	0.00299876	0.00035657	0.00021049	0.56230508	0.6169843	0	0.005081	0.004208	no
LG11	6500000	6750000	NA	0.761328	TE islands	11	0.03894	0.4075	0.001645319	0.001869655	-0.428436453	-0.021934992	0.000148834	0.00132932	0.00134024	0.00125922	0.00182398	0.00051714	0.00096537	0.55029492	0.58826657	0	0.004857	0.003944	no
LG11	6750000	7000000	NA	0.77388	TE islands	11	0.043232	0.400352	0.001156966	0.001406013	-0.738686021	-0.218054206	0.000108235	0.0009111	0.0010796	0.00079631	0.00097289	0.00007562	0.00124619	0.51048402	0.5520916	0	0.004342	0.003742	no
LG11	7000000	7250000	NA	0.714536	TE islands	11	0.052872	0.405148	0.001084936	0.001277508	-1.047775028	-0.579819309	0.000141736	0.00126248	0.00127904	0.00160658	0.00147625	0.00236863	0.0053775	0.5026924	0.53940283	0	0.004607	0.003436	no
LG11	7250000	7361187	NA	0.871676	TE islands	11	0.05229	0.362488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.003404	0.003485	no
LG11	750000	1000000	4.18934761951592	0.034988	LDRs	11	0.163452	0.402788	0.001763621	0.001658512	1.69253766	1.185333051	0.000361398	0.00028556	0.00279972	0.00029322	0.00270828	0.00001309	0.00013843	0.55258937	0.51789202	0.000389	0.001111	0.002638	no
LG12	0	250000	NA	0.04104	LDRs	12	0.323532	0.36794	0.000042188	0.000043101	-1.371612253	-1.333834433	0.000148058	0.00000511	0.00001426	0.00000524	0.00002343	0	0.00000573	0.89880355	0.89824184	0	0.00068	0.000791	no
LG12	1000000	1250000	0.639324750055174	0.043392	LDRs	12	0.091376	0.452052	0.00002343	0.00001364	-1.963626453	-2.0171042	0.000183952	0.00002769	0	0	0	0.00002076	0.00003476	0.96191386	0.96025734	0.00001	0.00192	0.002098	no
LG12	1250000	1500000	0	0.019244	LDRs	12	0.156636	0.3932	0.000013753	0.000022876	-1.988593959	-1.5182648	0.000208678	0.00002466	0.00012958	0.00003492	0.0001823	0.00001815	0.00010064	0.95243168	0.95445657	0	0.002092	0.002187	no
LG12	1500000	1750000	0	0.046512	LDRs	12	0.189832	0.39284	0.00001875	0.000022744	-1.863363714	-1.787026211	0.000109984	0	0	0.00001192	0	0.00001221	0	0.93991498	0.93970189	0.000005	0.000922	0.001053	no
LG12	1750000	2000000	0	0.061216	LDRs	12	0.209672	0.437168	0.000048598	0.000041595	-1.252485925	-1.212669995	0.00015617	0.0000028	0.0000074	0.00000203	0	0.00000394	0.00000789	0.89824939	0.89742994	0	0.00098	0.001079	no
LG12	2000000	2250000	0	0.027272	LDRs	12	0.220324	0.396164	0.000028289	0.000033541	-1.391491959	-1.77162996	0.0000454516	0.00000852	0.00003191	0.00000565	0.00002869	0.00000756	0	0.87816637	0.876568	0	0.000358	0.000434	no
LG12	2250000	2500000	0	0.025504	LDRs	12	0.201932	0.411524	0.000072914	0.000049484	-0.640346952	-1.627583949	0.0000496372	0.00001576	0.00000872	0.00001063	0	0.00000314	0	0.80647087	0.78515501	0.00001	0.000363	0.000426	no
LG12	250000	500000	NA	0.038688	LDRs	12	0.049128	0.412388	0.000019548	0.000018862	-1.75844846	-1.937997408	0.000207331	0.00000738	0	0	0	0.00000743	0.00002614	0.96120688	0.9620029	0	0.001687	0.001903	no
LG12	2500000	2750000	0	0.016416	LDRs	12	0.107144	0.41496	0.000136985	0.000081808	-0.769158725	-1.795943236	0.0000828794	0.00002555	0.0001757	0.00002196	0.00007332	0.00000803	0	0.7850555	0.73239054	0	0.000463	0.000493	no
LG12	2750000	3000000	0	0.030836	LDRs	12	0.14834	0.417256	0.000086718	0.00005867	-0.964119051	-1.749024716	0.000162766	0.00005418	0.00031533	0.0000455	0.00015998	0.00002091	0.00001244	0.89380954	0.879743	0	0.00089	0.000967	no
LG12	3000000	3250000	0	0.027688	LDRs	12	0.26132	0.409384	0.000410688	0.000158922	-0.345284838	-2.088978203	0.000248445	0.00017456	0.00121523	0.00004649	0.00036388	0.00000184	0	0.91455343	0.85606909	0	0.001924	0.002067	no
LG12	3250000	3500000	0	0.059592	LDRs	12	0.354504	0.372408	0.000023496	0.000010375	-1.865314449	-2.359724425	0.000214647	0.0000067	0.00000353	0.00000177	0	0.0000013	0.00002649	0.96324008	0.96106542	0.000005	0.001891	0.002172	no
LG12	3500000	3750000	0	0.046536	LDRs	12	0.210872	0.413928	0.00016523	0.000069153	-0.529324413	-2.19955425	0.000232292	0.00002254	0.00002412	0.00001433	0	0.00001678	0	0.93635963	0.90985586	0	0.001568	0.001833	no
LG12	3750000	4000000	0	0.035284	LDRs	12	0.111072	0.41718	0.000206938	0.000082298	-0.339802221	-2.146375238	0.000196718	0.00002699	0.00087	0	0.000279	0.0000057	0	0.94034454	0.9036655	0	0.001629	0.001761	no
LG12	4000000	4250000	0	0.121252	LDRs	12	0.114876	0.389112	0.000026293	0.000015904	-1.841758183	-1.937992927	0.00024635	0.00000847	0.00004621	0.00001621	0.00003125	0.00000463	0.00001907	0.96617254	0.96461028	0	0.001886	0.002109	no
LG12	4250000	4500000	0	0.042496	LDRs	12	0.15454	0.364332	0.000067871	0.000034746	-0.672606772	-1.82085463	0.000281373	0.00001768	0.00006313	0.00000281	0.00005026	0	0.00004069	0.96358944	0.95454747	0.000005	0.00186	0.002055	no
LG12	4500000	4750000	0	0.0204	LDRs	12	0.053688	0.431416	0.000031407	0.0000253	-1.491962303	-2.103251274	0.000229912	0.00000815	0	0.00004604	0	0.0000081	0	0.96808238	0.96553743	0	0.002149	0.002361	no
LG12	4750000	5000000	0	0.024352	LDRs	12	0.151364	0.366472	0.000032195	0.00002901	-1.204639274	-1.77266763	0.000275164	0.00001327	0.00003316	0.00000744	0.00001217	0.00000466	0.0000158	0.96892805	0.96610934	0	0.002135	0.002328	no
LG12	500000	750000	2.012459409	0.0261	LDRs	12	0.0515	0.395948	0.00001583	0.000014955	-1.986745774	-2.130059058	0.000209848	0	0	0	0	0.00001138	0	0.97320802	0.97290222	0.000005	0.00186	0.002098	no
LG12	5000000	5250000	0	0.02506	LDRs	12	0.176408	0.404964	0.0000262	0.000017517	-1.05212394	-2.119022188	0.00023226	0.0000027	0	0.00000545	0	0.00001696	0.00002626	0.96803623	0.96545918	0.000005	0.002301	0.002343	no
LG12	5250000	5500000	0.21421877094764	0.035572	LDRs	12	0.135524	0.43852	0.000035978	0.000032561	-1.08967575	-1.56106362	0.000227565	0.00000235	0.00001806	0.00000911	0	0.00003181	0.00030337	0.96059876	0.95882831	0.000038	0.00219	0.00238	no
LG12	5500000	5750000	2.620105643	0.038744	LDRs	12	0.174824	0.434428	0.00002087	0.000015366	-1.945755388	-2.066755632	0.000234904	0.00000273	0.00005291	0.00000311	0	0.0000044	0	0.96887168	0.968669	0	0.002367	0.002507	no
LG12	5750000	6000000	3.06099647750466	0.034924	LDRs	12	0.129532	0.406584	0.000025489	0.000026365	-1.359830865	-1.160704552	0.000289131	0.000037	0	0.00004315	0	0.00005507	0	0.95686765	0.9558418	0.00001	0.002242	0.002499	no
LG12	6000000	6250000	4.88971253364328	0.039592	LDRs	12	0.161212	0.42304	0.00004538	0.00004144	-1.379834474	-1.647062	0.000315421	0.00001547	0.000056	0.00000919	0.00001131	0.0000159	0	0.95590456	0.95627864	0.000015	0.002055	0.002282	no
LG12	6250000	6500000	NA	0.086232	LDRs	12	0.261704	0.363792	0.00004327	0.000038318	-1.108025478	-1.539751718	0.000287053	0.00000702	0	0.0000077	0	0	0	0.9490444	0.94758934	0	0.002073	0.002188	no
LG12	6500000	6602575	NA	0.222657	LDRs	12	0.148106	0.398109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.003647	0.003152	no
LG12	750000	1000000	2.012459409	0.026676	LDRs	12	0.096192	0.411296	0.00002541	0.000015552	-1.930144566	-1.916080135	0.000166315	0	0.00005835	0	0.00009464	0.0000082	0	0.95573534	0.95524748	0	0.001494	0.001687	no
LG13	0	250000	0	0.649396	TE islands	13	0.089004	0.396476	0.001200857	0.001221217	-0.836499801	-0.689930565	0.0000898646	0.00110452	0.00219405	0.0016092	0.00304371	0.00322909	0.00773637	0.25649497	0.27073899	0.000007	0.001408	0.0011	no
LG13	1000000	1250000	0	0.871916	TE islands	13	0.03462	0.406172	0.000761355	0.00097166	-0.754285508	-0.458127288	0.0000719606	0.00078036	0.00096108	0.00074591	0.0012932	0.00086369	0.00152529	0.28141919	0.30248443	0.000006	0.002059	0.001471	no
LG13	1250000	1500000	7.3384702274052	0.2693	TE islands	13	0.22752	0.40468	0.001364358	0.001327523	0.677344417	0.453492347	0.000217549	0.00029102	0.00290196	0.0002753	0.00261493	0.00026004	0.00081987	0.46322835	0.4519865	0.000007	0.00131	0.001055	no
LG13	1500000	1750000	20.99730635	0.05792	LDRs	13	0.158516	0.419356	0.001084384	0.001276304	0.640924466	1.046789789	0.000242211	0.00044039	0.00217207	0.00045099	0.00207248	0.00000232	0	0.55681772	0.62723537	0	0.001681	0.001498	no
LG13	1750000	2000000	20.99730635	0.03918	LDRs	13	0.12738	0.435364	0.000718562	0.001191785	-0.581719142	1.008804674	0.000254622	0.00016934	0.00151711	0.00026866	0.00244956	0	0	0.54941054	0.71751627	0	0.001681	0.001362	no
LG13	2000000	2250000	28.610581462151	0.033036	LDRs	13	0.052004	0.443792	0.000674979	0.001337498	1.579890989	1.014307406	0.000329961	0.00039383	0.00129419	0.00070933	0.00159254	0	0.00042434	0.54649729	0.76818549	0.000245	0.001953	0.001756	no
LG13	2250000	2500000	17.95489952	0.03196	LDRs	13	0.127636	0.403956	0.000630615	0.001401947	2.156713272	1.085872054	0.000251654	0.00018612	0.00144805	0.00035448	0.00267691	0.0002075	0.00032235	0.53662644	0.79414057	0	0.001809	0.001698	no
LG13	250000	500000	0	0.060396	TE islands	13	0.263464	0.340672	0.001420378	0.001388733	0.727540829	0.457604007	0.000218746	0.0008404	0.00310303	0.00091256	0.0032132	0.00001987	0	0.60911584	0.59921858	0	0.001699	0.001308	no
LG13	2500000	2750000	9.86884098740374	0.027784	LDRs	13	0.112716	0.448596	0.000469068	0.001213225	2.09376203	0.732980905	0.000280961	0.00018063	0.00057248	0.00038926	0.00198054	0.00024968	0.00024518	0.57522666	0.81797402	0.000005	0.001878	0.001911	no
LG13	2750000	3000000	4.308805723	0.093984	LDRs	13	0.210812	0.380172	0.000629813	0.001328631	2.242225659	0.793878806	0.0002358	0.00011833	0.00133942	0.00023044	0.00244213	0	0.00002044	0.571188	0.79388048	0	0.001861	0.001977	no
LG13	3000000	3250000	3.97704037062516	0.034432	LDRs	13	0.1438	0.42236	0.000505519	0.001301282	2.137623516	0.590471069	0.000273533	0.00010502	0.00100154	0.00036062	0.00299193	0	0	0.59964925	0.83685355	0.000005	0.001951	0.002078	no
LG13	3250000	3500000	3.768406105	0.037448	LDRs	13	0.062636	0.419632	0.000312544	0.001043541	1.338744187	0.173811177	0.000238299	0.00002081	0.0003882	0.00047989	0.00209047	0.00001158	0	0.64336163	0.87842014	0	0.002034	0.002024	no
LG13	3500000	3750000	3.768406105	0.045552	LDRs	13	0.111276	0.440596	0.000398147	0.001322339	0.966508909	0.35263063	0.000213905	0.00023128	0.00067171	0.00118298	0.00333215	0	0	0.63276944	0.88257815	0	0.002119	0.002195	no
LG13	3750000	4000000	1.4271895768721	0.03468	LDRs	13	0.102788	0.440472	0.00019534	0.000927889	0.744111057	-0.501244547	0.000172428	0.00014319	0.00007241	0.00048408	0.00123575	0.00002865	0	0.7190217	0.93027409	0.000005	0.002089	0.002217	no
LG13	4000000	4250000	0	0.026964	LDRs	13	0.095364	0.432704	0.000421189	0.000948697	1.85531826	-0.193420384	0.000147444	0.00008371	0.00139407	0.00015064	0.00259419	0	0	0.68016422	0.84772251	0.000005	0.001883	0.001982	no
LG13	4250000	4500000	0	0.06914	LDRs	13	0.15172	0.358824	0.000675115	0.001038486	1.861666642	-0.327238997	0.000212324	0.00035872	0.00058047	0.00051906	0.00112724	0	0.00002943	0.68810235	0.79496156	0	0.002065	0.002137	no
LG13	4500000	4750000	0	0.050352	LDRs	13	0.01914	0.456644	0.000366824	0.00064724	1.416399473	-0.901561203	0.000223848	0.00050037	0	0.00064538	0.000314	0.0000527	0.0000786	0.74592208	0.85348032	0	0.001699	0.001583	no
LG13	4750000	5000000	0	0.054952	LDRs	13	0.058808	0.453004	0.000557225	0.0009278	-1.018916571	-0.728152172	0.000260986	0.00031694	0.00198479	0.00067548	0.00256496	0	0.00003631	0.71451475	0.80461108	0	0.002093	0.00174	no
LG13	500000	750000	0	0.033268	TE islands	13	0.119768	0.383148	0.001188257	0.001335277	0.587075035	0.875406914	0.000233494	0.00059848	0.00239376	0.00078263	0.00242723	0	0	0.55234645	0.60977398	0	0.001527	0.001314	no
LG13	5000000	5250000	0	0.052504	LDRs	13	0.17348	0.3896	0.000701304	0.000984914	-1.085437848	-0.450874368	0.000256971	0.00016373	0.00155291	0.00026208	0.00198574	0	0	0.70946738	0.79134177	0.000005	0.002257	0.001814	no
LG13	5250000	5500000	NA	0.042552	LDRs	13	0.098064	0.45094	0.000755071	0.000989074	-0.851203881	-0.281829666	0.000314533	0.00015874	0.00120391	0.00020316	0.00187808	0.0000171	0	0.66618147	0.73601585	0	0.00223	0.001875	no
LG13	5500000	5750000	NA	0.085964	LDRs	13	0.202392	0.4171	0.000853536	0.000733921	-0.459713608	-0.674998461	0.000285252	0.00030037	0.00196562	0.00025591	0.00182709	0.00000432	0	0.73830609	0.70415709	0	0.001809	0.001691	no
LG13	5750000	5994744	NA	0.039948	LDRs	13	0.096852	0.436583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64883712	0.6920608	0	0.001475	0.000975	no
LG13	750000	1000000	0	0.339716	TE islands	13	0.090208	0.402148	0.001234755	0.001449226	-0.330271607	-0.076481043	0.000214955	0.00038545	0.00119142	0.00046353	0.00117255	0.00015172	0.00041536	0.580917	0.61977615	0	0.003671	0.002743	no
LG14	0	250000	0	0.083896	LDRs	14	0.180492	0.42382	0.000241325	0.000215157	-1.12417596	-1.144831589	0.000215228	0.00019445	0.00035941	0.00020093	0.00049974	0.00060933	0.00140652	0.82783761	0.82781137	0.000006	0.001567	0.001871	no
LG14	1000000	1250000	9.896692909	0.035672	LDRs	14	0.065552	0.442588	0.000016717	0.000028419	-2.159050425	-1.979120692	0.000291461	0.0000083	0	0.00000856	0	0.00017505	0.00052006	0.92964831	0.93006146	0	0.001762	0.0019	no
LG14	1250000	1500000	8.82662919365773	0.133208	LDRs	14	0.178216	0.4407	0.000029508	0.000022918	-1.341623683	-1.502466051	0.000225444	0.00000398	0.00001857	0.00000773	0	0.00000221	0	0.96144552	0.9606016	0.00001	0.002091	0.002156	no
LG14	1500000	1750000	8.919255045	0.046664	LDRs	14	0.152764	0.403528	0.000034939	0.00002893	-1.424057018	-1.818659616	0.00022997	0.0000092	0	0	0.00000869	0	0	0.9621544	0.96284494	0	0.002052	0.002263	no
LG14	1750000	2000000	11.3584829882818	0.018964	LDRs	14	0.053076	0.41028	0.000012525	0.000016402	-2.017785839	-1.922739126	0.000307872	0	0	0.00001067	0	0	0	0.97379848	0.97471839	0	0.002364	0.002505	no
LG14	2000000	2250000	9.45234920745549	0.035348	LDRs	14	0.099348	0.379736	0.000218933	0.000219314	-0.140996951	-0.30190884	0.000255421	0.00003679	0.00027169	0.00004369	0.00022798	0.00001418	0	0.93346438	0.9354808	0.000005	0.002534	0.002846	no
LG14	2250000	2500000	3.63217881710738	0.03612	LDRs	14	0.059956	0.412816	0.000222397	0.000201971	0.743806913	-0.078307118	0.000277437	0	0.00014368	0	0.00015562	0.00002535	0	0.91330615	0.90723784	0.000005	0.002018	0.002272	no
LG14	250000	500000	0	0.033716	LDRs	14	0.175748	0.3916	0.000032205	0.000033693	-1.79446519	-2.035612568	0.000261607	0.00000781	0.00002197	0.00000204	0	0.00001094	0	0.96588596	0.96426237	0	0.001852	0.002013	no
LG14	2500000	2750000	10.158329221698	0.05818	LDRs	14	0.088204	0.403044	0.000185775	0.00024478	0.064323551	1.252053768	0.000278074	0.00014891	0.00025432	0.00016695	0.000195	0	0	0.89663501	0.91255894	0.000005	0.001744	0.001904	no
LG14	2750000	3000000	17.27634053	0.037028	LDRs	14	0.163088	0.430124	0.000043476	0.000036342	-1.679227584	-2.060325458	0.000218929	0.00003607	0.00010057	0.00003409	0.00007565	0.00000713	0.00001581	0.93050218	0.92880507	0	0.001473	0.001575	no
LG14	3000000	3250000	24.1734063271688	0.044704	LDRs	14	0.338096	0.376876	0.00014037	0.000095035	-0.543673857	-0.551525446	0.000270147	0.00005469	0.00045062	0.00005629	0.00024256	0.00001035	0	0.94571568	0.93448672	0.00002	0.001917	0.002238	no
LG14	3250000	3500000	29.762867149118	0.030876	LDRs	14	0.27138	0.396132	0.000063359	0.000069337	-0.677365967	-0.062649714	0.000260786	0.00004407	0.00013795	0.00004065	0.00012976	0.00000142	0.00002388	0.9434279	0.94593751	0.000005	0.001987	0.002094	no
LG14	3500000	3750000	3.07067232835566	0.10014	TE islands	14	0.316372	0.385912	0.000061156	0.000073488	-0.995716765	-1.330230714	0.000190759	0.00001601	0.00004272	0.00001921	0.00003498	0.00003338	0.00002768	0.90164178	0.90536648	0.000005	0.001641	0.001762	no
LG14	3750000	4000000	0	0.718144	TE islands	14	0.047472	0.38768	0.000256418	0.000172253	-1.68434029	-1.985493927	0.0000956216	0.0001266	0.00080739	0.00003546	0.00013795	0.00069576	0.00213624	0.61488577	0.60665044	0.000015	0.002622	0.002202	no
LG14	4000000	4250000	0	0.859276	TE islands	14	0.039672	0.390192	0.003023867	0.002656475	-0.587174728	-0.636192929	0.000119552	0.00296969	0.00385149	0.0027266	0.00440608	0.0057758	0.00819668	0.30962632	0.30826682	0	0.00395	0.003707	no
LG14	4250000	4500000	0	0.942996	TE islands	14	0.011928	0.375244	0.00410062	0.004041604	-0.763239693	-0.702385571	0.0000570025	0.00005258	0	0.00004922	0.00177656	0.00943643	0.00623767	NA	NA	0	0.008263	0.010967	no
LG14	4500000	4750000	0	0.802092	TE islands	14	0.024864	0.392772	0.000821698	0.000768427	-0.933097054	-0.93720653	0.0000612589	0.00038492	0.00023367	0.0003932	0.00016736	0.00062478	0.00496363	0.36220327	0.36011464	0	0.003919	0.003805	no
LG14	4750000	5000000	0	0.781808	TE islands	14	0.042216	0.407884	0.0003201	0.000293147	-0.813723522	-0.603554125	0.0000880165	0.0000136	0.00016648	0	0.00003672	0.00041611	0.00130486	0.62165336	0.62159237	0	0.002325	0.002235	no
LG14	500000	750000	5.99878083253057	0.044456	LDRs	14	0.202216	0.403452	0.000029023	0.000025523	-1.528459579	-1.63069774	0.000315437	0.00000222	0	0.00001886	0	0.00002766	0	0.96986182	0.96900235	0.000005	0.00235	0.002632	no
LG14	5000000	5250000	0	0.64956	TE islands	14	0.0541	0.388152	0.000155915	0.000161638	-1.245291896	-0.938132659	0.000103282	0.00001637	0	0.00000769	0	0.00003988	0	0.67945406	0.67117034	0	0.002178	0.002215	no
LG14	5250000	5500000	4.40720596017034	0.685524	TE islands	14	0.02958	0.404308	0.000140035	0.000125174	-2.006454691	-1.906576386	0.00011142	0.00001483	0	0	0	0.0008809	0.0010713	0.65569063	0.6508562	0	0.002407	0.002493	no
LG14	5500000	5750000	18.63318564	0.133508	TE islands	14	0.244292	0.357216	0.000047867	0.000035186	-1.904000642	-1.755624064	0.000180044	0	0.00006272	0.00001006	0.0000739	0.00005916	0.00019197	0.90559016	0.90494448	0	0.001477	0.001713	no
LG14	5750000	5902896	16.2828587243277	0.014219	LDRs	14	0.176375	0.45703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92255053	0.91623459	0.00005	0.002255	0.002391	no
LG14	750000	1000000	9.896692909	0.056296	LDRs	14	0.179012	0.394948	0.000018523	0.000018748	-1.752504298	-1.929454012	0.000240777	0	0	0.00000669	0	0.0000044	0	0.95927085	0.95981235	0	0.001904	0.002182	no
LG15	0	250000	0	0.065212	LDRs	15	0.263216	0.389152	0.000196633	0.000207352	-1.247996369	-1.205160545	0.000105283	0.00003955	0.00005707	0.0000328	0.00007328	0.00017149	0.00029139	0.71567556	0.71381803	0.000005	0.000982	0.001044	no
LG15	1000000	1250000	2.10458968903285	0.021188	LDRs	15	0.137748	0.4047	0.000369358	0.000330492	0.654299364	0.18874324	0.000312574	0.00008123	0.00175008	0.00007525	0.00179851	0.00000739	0	0.87619625	0.86676232	0.000319	0.00207	0.002153	no
LG15	1250000	1500000	2.26537510134926	0.02	LDRs	15	0.072116	0.41154	0.000046149	0.000064033	-0.859117114	-0.469016798	0.000197573	0.00005283	0.00016283	0.00008433	0.00028367	0	0	0.94574815	0.94929227	0.000059	0.00156	0.001841	no
LG15	1500000	1750000	1.65866086334746	0.022308	LDRs	15	0.10374	0.417776	0.000036813	0.000031862	-1.034399426	-0.851965595	0.000275396	0.0000068	0.00011464	0.00000379	0.00008527	0.00000484	0	0.96149758	0.96225096	0.000031	0.002266	0.002559	no
LG15	1750000	2000000	0.955981817	0.073296	LDRs	15	0.075144	0.432284	0.00002119	0.000010726	-1.687328105	-2.198427222	0.000211605	0	0	0	0	0.00000558	0	0.90813055	0.90853112	0	0.001519	0.001689	no
LG15	2000000	2250000	0.955981817	0.045072	LDRs	15	0.07626	0.447648	0.000028193	0.000021141	-1.667652928	-1.865726003	0.00023563	0.00001598	0	0.00001026	0	0	0	0.9611942	0.95962901	0	0.001803	0.001895	no
LG15	2250000	2500000	0.955981817	0.033812	LDRs	15	0.127864	0.411336	0.000015741	0.000022954	-1.432325024	-1.935510522	0.000235452	0.00000453	0	0.00000963	0	0.00001537	0	0.96980957	0.96950098	0	0.001835	0.002038	no
LG15	250000	500000	10.7632093923774	0.051976	LDRs	15	0.088104	0.395624	0.00002007	0.000016255	-2.178582088	-2.195030981	0.000225219	0.00000526	0	0.00000595	0.00004517	0.00006979	0.00043506	0.92888144	0.92893559	0.000005	0.001641	0.001629	no
LG15	2500000	2750000	0.744422045436369	0.039776	LDRs	15	0.064544	0.411076	0.000022128	0.000011635	-2.402668605	-2.328746682	0.000243759	0.00001781	0.0000352	0	0	0.00001765	0	0.9668635	0.96651625	0.000005	0.002354	0.002644	no
LG15	2750000	3000000	1.20888609778059	0.021944	LDRs	15	0.114936	0.377076	0.000020918	0.000020723	-1.900126428	-2.066966339	0.000225187	0.0000095	0	0.00002245	0	0	0.00003968	0.97149309	0.97181076	0.000005	0.002081	0.002412	no
LG15	3000000	3250000	1.885989042	0.026976	LDRs	15	0.074484	0.418488	0.000014124	0.000018061	-1.977259806	-1.745483044	0.000122161	0	0	0	0.00001904	0	0	0.96848791	0.96981815	0	0.001574	0.001613	no
LG15	3250000	3500000	1.01720095966026	0.04028	LDRs	15	0.03784	0.40194	0.000013555	0.000012937	-2.20892392	-1.619482915	0.000155299	0.00003417	0	0.00006066	0.00010347	0.00010912	0	0.97147854	0.97078958	0.000005	0.001929	0.002138	no
LG15	3500000	3750000	0	0.036596	LDRs	15	0.119964	0.38918	0.000009938	0.000005153	-2.197751785	-2.462655447	0.000195065	0	0	0	0	0	0	0.97000385	0.96810481	0	0.001598	0.001848	no
LG15	3750000	4000000	1.83051616875602	0.0268	LDRs	15	0.110308	0.44018	0.000172633	0.000199387	0.362971785	1.550685121	0.000217042	0.0000677	0	0.00002743	0.00001701	0	0	0.92231019	0.93103878	0.000315	0.002042	0.002224	no
LG15	4000000	4250000	2.47035573130027	0.053292	LDRs	15	0.166512	0.443296	0.000282481	0.000212106	-0.837819686	1.104573461	0.000176928	0.00013892	0.00047255	0.00012026	0.0002928	0.00001165	0.00002027	0.91637329	0.88648889	0.000089	0.001969	0.002123	no
LG15	4250000	4500000	12.7833828827203	0.022236	LDRs	15	0.130824	0.414768	0.000323535	0.000327069	-1.104877521	1.336059958	0.000209904	0.00008052	0.00076246	0.0000734	0.00092686	0	0	0.86481966	0.85124344	0.000381	0.00193	0.002105	no
LG15	4500000	4750000	18.8401665380578	0.14224	LDRs	15	0.140976	0.36976	0.000418062	0.000411854	-0.988616819	0.608202969	0.000318852	0.00024623	0.00075044	0.00022382	0.00068844	0.00000343	0.00000988	0.86016556	0.84109085	0.000497	0.001983	0.002203	no
LG15	4750000	5000000	70.4826220918835	0.034176	LDRs	15	0.15108	0.35886	0.000171451	0.000044468	-2.245655624	-1.41506857	0.000272456	0.00001266	0.00029144	0.00000249	0.00010747	0	0	0.95835573	0.90805974	0.002566	0.001484	0.00207	yes
LG15	500000	750000	12.6572160004692	0.05926	LDRs	15	0.159748	0.390736	0.000245473	0.000271542	1.499922454	1.490523511	0.000243841	0.00005356	0.00025522	0.00005143	0.00026504	0	0.0000332	0.91092118	0.9150942	0.000141	0.002055	0.002254	no
LG15	5000000	5250000	24.8728780841376	0.0331	LDRs	15	0.251112	0.374828	0.00007605	0.000016866	-2.237306664	-2.229047584	0.000221299	0.00000845	0.00008773	0.00000414	0	0.00000327	0.0000419	0.96730869	0.94845426	0.000937	0.002049	0.002347	no
LG15	5250000	5500000	NA	0.225752	TE islands	15	0.131924	0.396312	0.0000202	0.000029631	-2.080084515	-1.585259145	0.000119831	0.00000845	0	0.00000538	0	0	0	0.78109116	0.78120199	0	0.001126	0.001207	no
LG15	5500000	5631722	NA	0.70954	TE islands	15	0.059922	0.415193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23485917	0.2328535	0	0.001984	0.001902	no
LG15	750000	1000000	10.2954537854727	0.038352	LDRs	15	0.199828	0.422212	0.00009304	0.000096431	0.479606809	0.474155631	0.000271549	0.00000479	0.00017708	0	0.00019496	0.00002533	0.00002819	0.93363748	0.93454082	0.000065	0.002489	0.002654	no
